Frame,Ball,x,y
0,1,0.183546875,0.8975902777777778
1,1,0.18589062500000003,0.881375
2,1,0.18823046875,0.8651527777777778
3,1,0.19057421875,0.8489375
4,1,0.19291015625000002,0.8327152777777778
5,1,0.19525390625,0.8165069444444444
6,1,0.19759765624999998,0.8002847222222221
7,1,0.19993750000000002,0.7840694444444444
8,1,0.20228125000000002,0.7678472222222222
9,1,0.20462109374999998,0.7516319444444446
10,1,0.20696484375000002,0.7354236111111111
11,1,0.20838671875,0.7243333333333333
12,1,0.20980859375,0.7132430555555556
13,1,0.211234375,0.7021597222222222
14,1,0.21266015625000004,0.691076388888889
15,1,0.21408203124999997,0.6799930555555556
16,1,0.21550390625000002,0.6689097222222222
17,1,0.21692578124999998,0.657826388888889
18,1,0.21834765625000002,0.6467430555555556
19,1,0.2197734375,0.6356597222222222
20,1,0.22119921874999998,0.624576388888889
21,1,0.22290625,0.6255972222222222
22,1,0.22461718749999998,0.626625
23,1,0.22632421875,0.6276458333333333
24,1,0.2280390625,0.6286666666666666
25,1,0.22974609375,0.6296875
26,1,0.23145703125,0.6307152777777778
27,1,0.23316406250000005,0.6317361111111112
28,1,0.23487890625,0.6327638888888889
29,1,0.23658593749999998,0.6337847222222222
30,1,0.24921875,0.6051388888888889
31,1,0.26434765625,0.5703194444444445
32,1,0.27947265625,0.5355069444444445
33,1,0.29460546875,0.5006875
34,1,0.30793359374999996,0.47077777777777785
35,1,0.321265625,0.440875
36,1,0.33460156249999995,0.41096527777777775
37,1,0.34530859375,0.39505555555555555
38,1,0.35601171875,0.3791527777777778
39,1,0.36672265625,0.36325
40,1,0.37742578125000004,0.34734027777777776
41,1,0.3881328125,0.33143055555555556
42,1,0.39883984375000003,0.31552083333333336
43,1,0.40954687500000003,0.29961805555555554
44,1,0.42025390625000003,0.2837152777777778
45,1,0.43095703125,0.2678055555555555
46,1,0.44166796875000003,0.2519027777777778
47,1,0.44857812500000005,0.24972916666666667
48,1,0.4554921875,0.24756250000000002
49,1,0.46240234375,0.24539583333333334
50,1,0.46931640625000004,0.24322222222222223
51,1,0.47623046875,0.24105555555555555
52,1,0.48314062500000005,0.2388888888888889
53,1,0.4900546875,0.23672222222222222
54,1,0.49696875,0.2345486111111111
55,1,0.50387890625,0.23238194444444443
56,1,0.51079296875,0.23021527777777778
57,1,0.51365625,0.2223125
58,1,0.516515625,0.21441666666666667
59,1,0.51937890625,0.20652083333333332
60,1,0.5222382812499999,0.19861805555555556
61,1,0.5251015625,0.1907222222222222
62,1,0.5279609375,0.18282638888888889
63,1,0.53082421875,0.1749236111111111
64,1,0.53368359375,0.16702777777777778
65,1,0.536546875,0.15913194444444445
66,1,0.5368125,0.1462152777777778
67,1,0.5370703125,0.13329861111111113
68,1,0.5373320312500001,0.12038888888888889
69,1,0.53759765625,0.10747222222222222
70,1,0.537859375,0.09455555555555556
71,1,0.53812109375,0.08163888888888889
72,1,0.53838671875,0.06872222222222223
73,1,0.5386484375,0.05580555555555555
74,1,0.53891015625,0.042895833333333334
75,1,0.53993359375,0.032625
76,1,0.53993359375,0.032625
77,1,0.53993359375,0.032625
78,1,0.53993359375,0.032625
79,1,0.53993359375,0.032625
80,1,0.53993359375,0.032625
81,1,0.53993359375,0.032625
82,1,0.53993359375,0.032625
83,1,0.53993359375,0.032625
84,1,0.53993359375,0.032625
85,0,-1.0,-1.0
86,0,-1.0,-1.0
87,0,-1.0,-1.0
