10,1,948.7,397.42,31.539999999999964,32.43000000000001,1,1,1.0
11,1,948.5,381.06,31.539999999999964,32.43000000000001,1,1,1.0
12,1,948.31,364.7,31.540000000000077,32.43000000000001,1,1,1.0
13,1,948.12,348.34,31.539999999999964,32.43000000000001,1,1,1.0
14,1,947.92,331.98,31.540000000000077,32.43000000000001,1,1,1.0
15,1,946.35,322.53,31.539999999999964,32.420000000000016,1,1,1.0
16,1,944.78,313.07,31.540000000000077,32.43000000000001,1,1,1.0
17,1,943.2,303.62,31.539999999999964,32.43000000000001,1,1,1.0
18,1,941.63,294.17,31.539999999999964,32.43000000000001,1,1,1.0
19,1,940.05,284.72,31.540000000000077,32.41999999999996,1,1,1.0
20,1,938.48,275.26,31.539999999999964,32.43000000000001,1,1,1.0
21,1,937.12,275.91,31.539999999999964,32.42999999999995,1,1,1.0
22,1,935.76,276.57,31.529999999999973,32.420000000000016,1,1,1.0
23,1,934.39,277.22,31.539999999999964,32.41999999999996,1,1,1.0
24,1,933.03,277.87,31.540000000000077,32.43000000000001,1,1,1.0
25,1,931.67,278.52,31.540000000000077,32.43000000000001,1,1,1.0
26,1,930.31,279.17,31.540000000000077,32.43000000000001,1,1,1.0
27,1,928.94,279.82,31.539999999999964,32.43000000000001,1,1,1.0
28,1,926.32,265.31,31.539999999999964,32.43000000000001,1,1,1.0
29,1,916.59,248.94,31.089999999999918,31.649999999999977,1,1,1.0
30,1,906.85,232.57,30.659999999999968,30.870000000000005,1,1,1.0
31,1,897.12,216.2,30.210000000000036,30.100000000000023,1,1,1.0
32,1,887.39,199.83,29.75999999999999,29.319999999999993,1,1,1.0
33,1,877.65,183.45,29.33000000000004,28.55000000000001,1,1,1.0
34,1,867.92,167.08,28.879999999999995,27.769999999999982,1,1,1.0
35,1,860.49,161.76,28.43999999999994,26.99000000000001,1,1,1.0
36,1,853.06,156.44,28.0,26.22,1,1,1.0
37,1,845.63,151.13,27.549999999999955,25.430000000000007,1,1,1.0
38,1,838.2,145.81,27.1099999999999,24.659999999999997,1,1,1.0
39,1,833.34,147.69,27.110000000000014,24.659999999999997,1,1,1.0
40,1,828.47,149.57,27.110000000000014,24.650000000000006,1,1,1.0
41,1,823.61,151.44,27.110000000000014,24.659999999999997,1,1,1.0
42,1,818.75,153.32,27.100000000000023,24.659999999999997,1,1,1.0
43,1,813.88,155.2,27.110000000000014,24.660000000000025,1,1,1.0
44,1,809.02,157.08,27.110000000000014,24.659999999999997,1,1,1.0
45,1,804.16,158.96,27.100000000000023,24.659999999999997,1,1,1.0
46,1,799.29,160.84,27.110000000000014,24.659999999999997,1,1,1.0
47,1,794.43,162.72,27.110000000000014,24.659999999999997,1,1,1.0
48,1,789.57,164.6,27.09999999999991,24.659999999999997,1,1,1.0
49,1,786.36,170.88,27.110000000000014,24.659999999999997,1,1,1.0
50,1,783.15,177.17,27.110000000000014,24.660000000000025,1,1,1.0
51,1,779.95,183.45,27.1099999999999,24.660000000000025,1,1,1.0
52,1,776.74,189.74,27.110000000000014,24.659999999999997,1,1,1.0
53,1,773.54,196.02,27.110000000000014,24.659999999999997,1,1,1.0
54,1,770.33,202.31,27.110000000000014,24.659999999999997,1,1,1.0
55,1,767.13,208.59,27.110000000000014,24.659999999999997,1,1,1.0
56,1,766.13,218.24,27.110000000000014,24.659999999999997,1,1,0.0
57,1,761.82,204.69,27.1099999999999,24.650000000000006,1,1,1.0
58,1,757.51,191.13,27.110000000000014,24.659999999999997,1,1,1.0
59,1,752.72,177.49,27.110000000000014,24.659999999999997,1,1,1.0
60,1,747.93,163.86,27.110000000000014,24.659999999999997,1,1,1.0
61,1,743.14,150.23,27.110000000000014,24.659999999999997,1,1,1.0
62,1,738.01,139.85,27.110000000000014,24.659999999999997,1,1,1.0
63,1,732.88,129.48,27.110000000000014,24.659999999999997,1,1,1.0
64,1,727.74,119.11,27.110000000000014,24.64999999999999,1,1,1.0
65,1,722.61,108.73,27.110000000000014,24.659999999999982,1,1,1.0
66,1,717.48,98.36,27.110000000000014,24.659999999999997,1,1,1.0
67,1,712.35,87.98,27.110000000000014,24.659999999999997,1,1,1.0
68,1,707.22,77.61,27.110000000000014,24.659999999999997,1,1,1.0
69,1,702.61,71.97,27.110000000000014,24.659999999999997,1,1,1.0
70,1,698.01,66.33,27.100000000000023,24.659999999999997,1,1,1.0
71,1,693.4,60.7,27.110000000000014,24.64999999999999,1,1,1.0
72,1,688.16,58.39,27.110000000000014,24.659999999999997,1,1,1.0
73,1,682.91,56.08,27.110000000000014,24.659999999999997,1,1,1.0
74,1,677.67,53.78,27.110000000000014,24.659999999999997,1,1,1.0
75,1,672.43,51.47,27.110000000000014,24.659999999999997,1,1,1.0
76,1,667.19,49.17,27.09999999999991,24.659999999999997,1,1,1.0
77,1,661.94,46.86,27.1099999999999,24.659999999999997,1,1,1.0
78,1,656.7,44.56,27.1099999999999,24.659999999999997,1,1,1.0
79,1,651.99,46.99,27.100000000000023,24.660000000000004,1,1,1.0
80,1,647.27,49.42,27.110000000000014,24.659999999999997,1,1,1.0
81,1,642.55,51.85,27.110000000000014,24.660000000000004,1,1,1.0
82,1,637.06,57.49,27.110000000000014,24.660000000000004,1,1,1.0
83,1,631.57,63.13,27.1099999999999,24.660000000000004,1,1,1.0
84,1,626.08,68.76,27.110000000000014,24.659999999999997,1,1,1.0
85,1,620.59,74.4,27.110000000000014,24.659999999999997,1,1,1.0
86,1,615.1,80.04,27.110000000000014,24.659999999999997,1,1,1.0
87,1,609.61,85.68,27.110000000000014,24.64999999999999,1,1,1.0
88,1,604.58,95.46,27.110000000000014,24.66000000000001,1,1,1.0
89,1,599.55,105.24,27.110000000000014,24.66000000000001,1,1,1.0
90,1,594.53,115.02,27.100000000000023,24.66000000000001,1,1,1.0
91,1,589.5,124.81,27.100000000000023,24.650000000000006,1,1,1.0
92,1,584.12,139.41,27.110000000000014,24.659999999999997,1,1,1.0
93,1,578.74,154.02,27.110000000000014,24.659999999999997,1,1,1.0
94,1,573.36,168.63,27.110000000000014,24.659999999999997,1,1,1.0
95,1,567.98,183.24,27.110000000000014,24.659999999999997,1,1,1.0
96,1,562.61,197.84,27.110000000000014,24.659999999999997,1,1,1.0
97,1,557.23,212.45,27.110000000000014,24.660000000000025,1,1,1.0
98,1,551.85,227.06,27.110000000000014,24.659999999999997,1,1,1.0
99,1,546.72,224.71,27.110000000000014,24.659999999999997,1,1,1.0
100,1,539.37,206.81,27.110000000000014,24.659999999999997,1,1,1.0
101,1,532.02,188.92,27.110000000000014,24.660000000000025,1,1,1.0
102,1,525.28,175.93,26.56000000000006,24.48999999999998,1,1,1.0
103,1,518.54,162.94,26.0,24.319999999999993,1,1,1.0
104,1,511.8,149.95,25.44999999999999,24.150000000000006,1,1,1.0
105,1,505.06,136.96,24.900000000000034,23.97999999999999,1,1,1.0
106,1,498.31,123.98,24.359999999999957,23.799999999999997,1,1,1.0
107,1,491.57,110.99,23.810000000000002,23.63000000000001,1,1,1.0
108,1,484.83,98.0,23.25999999999999,23.459999999999994,1,1,1.0
109,1,478.09,85.01,22.710000000000036,23.289999999999992,1,1,1.0
110,1,471.34,79.48,22.700000000000045,23.289999999999992,1,1,1.0
111,1,464.58,73.96,22.710000000000036,23.28,1,1,1.0
112,1,457.82,68.43,22.70999999999998,23.289999999999992,1,1,1.0
113,1,451.06,62.9,22.70999999999998,23.29,1,1,1.0
114,1,444.31,57.37,22.69999999999999,23.29,1,1,1.0
115,1,437.55,51.84,22.70999999999998,23.289999999999992,1,1,1.0
116,1,430.79,46.32,22.70999999999998,23.279999999999994,1,1,1.0
117,1,424.04,40.79,22.69999999999999,23.29,1,1,1.0
118,1,417.97,38.02,22.70999999999998,23.29,1,1,1.0
119,1,411.9,35.26,22.710000000000036,23.29,1,1,1.0
120,1,405.46,38.3,22.710000000000036,23.290000000000006,1,1,1.0
121,1,399.02,41.34,22.710000000000036,23.289999999999992,1,1,1.0
122,1,392.58,44.38,22.710000000000036,23.29,1,1,1.0
123,1,386.14,47.42,22.710000000000036,23.289999999999992,1,1,1.0
