Frame,Ball,x,y
0,0,-1.0,-1.0
1,1,0.79501953125,0.4074513888888889
2,1,0.79460546875,0.3986388888888889
3,1,0.7941914062500001,0.38982638888888893
4,1,0.79378125,0.38100694444444444
5,1,0.7933671875,0.3721944444444445
6,1,0.792953125,0.36338194444444444
7,1,0.7925390625,0.35456944444444444
8,1,0.792125,0.34575694444444444
9,1,0.791546875,0.35172916666666665
10,1,0.79096875,0.35770833333333335
11,1,0.7903906249999999,0.36368750000000005
12,1,0.7898124999999999,0.3696597222222222
13,1,0.789234375,0.37563888888888886
14,1,0.7886562500000001,0.38161805555555556
15,1,0.788078125,0.38759027777777777
16,1,0.7875,0.39356944444444447
17,1,0.7798359375,0.3681180555555556
18,1,0.772171875,0.3426666666666667
19,1,0.7645078125,0.3172222222222222
20,1,0.75684375,0.2917708333333333
21,1,0.74988671875,0.2775486111111111
22,1,0.7429296875,0.2633263888888889
23,1,0.7359765625000001,0.24909722222222222
24,1,0.72901953125,0.23487500000000003
25,1,0.7220625,0.22065277777777778
26,1,0.71510546875,0.20643055555555556
27,1,0.7088671875,0.20052083333333334
28,1,0.70262890625,0.19461805555555556
29,1,0.696390625,0.18870833333333334
30,1,0.69015625,0.18280555555555555
31,1,0.68469921875,0.18620833333333334
32,1,0.6792421875000001,0.1896111111111111
33,1,0.6737890625,0.19302083333333334
34,1,0.66833203125,0.19642361111111112
35,1,0.662875,0.19983333333333334
36,1,0.657421875,0.2032361111111111
37,1,0.65196484375,0.2066388888888889
38,1,0.6465078125,0.21004861111111112
39,1,0.6410546874999999,0.2134513888888889
40,1,0.6355976562500001,0.2168611111111111
41,1,0.63168359375,0.22944444444444442
42,1,0.62776953125,0.24202777777777776
43,1,0.6238554687500001,0.25461805555555556
44,1,0.61994140625,0.2672083333333333
45,1,0.6160234375,0.27979166666666666
46,1,0.612109375,0.292375
47,1,0.6081953125,0.30495833333333333
48,1,0.60428125,0.3175486111111111
49,1,0.6003671875000001,0.33013888888888887
50,1,0.596453125,0.3427222222222222
51,1,0.5939570312500001,0.359375
52,1,0.5914648437500001,0.37604166666666666
53,1,0.58896875,0.3927013888888889
54,1,0.5843906249999999,0.38825694444444436
55,1,0.5787656250000001,0.3664236111111111
56,1,0.573140625,0.34457638888888886
57,1,0.5675234375,0.3227361111111111
58,1,0.5618984375,0.3008958333333333
59,1,0.556734375,0.28446527777777775
60,1,0.5515703125,0.2680208333333334
61,1,0.54640625,0.25159027777777776
62,1,0.5412421875,0.2351527777777778
63,1,0.536078125,0.2187152777777778
64,1,0.5305234375000001,0.20613194444444446
65,1,0.52497265625,0.19354166666666667
66,1,0.519421875,0.1809513888888889
67,1,0.5138789062500001,0.17398611111111112
68,1,0.50834375,0.16702777777777778
69,1,0.50280078125,0.16006944444444443
70,1,0.49726171875,0.15310416666666665
71,1,0.49172656249999996,0.14613888888888887
72,1,0.48618359375000003,0.13917361111111112
73,1,0.48064453125,0.13796527777777776
74,1,0.47510546875,0.13675694444444444
75,1,0.46956640624999996,0.1355486111111111
76,1,0.4640234375,0.13434027777777777
77,1,0.4584453125,0.14152777777777778
78,1,0.45286718750000005,0.14870833333333333
79,1,0.4472851562500001,0.1558888888888889
80,1,0.441703125,0.16306944444444443
81,1,0.436125,0.17024999999999998
82,1,0.43054687499999994,0.17743055555555556
83,1,0.4249609375,0.1846111111111111
84,1,0.4193828125,0.19179166666666667
85,1,0.41380468750000005,0.19897222222222222
86,1,0.40821874999999996,0.2061527777777778
87,1,0.4029453125,0.22306250000000002
88,1,0.397671875,0.2399652777777778
89,1,0.3923984375,0.25687499999999996
90,1,0.387125,0.2737777777777778
91,1,0.38184375,0.29068055555555555
92,1,0.3765703125,0.3075833333333333
93,1,0.3809453125,0.2979583333333333
94,1,0.38532031250000004,0.28833333333333333
95,1,0.3926015625,0.27981944444444445
96,1,0.399890625,0.2713055555555556
97,1,0.40717968750000005,0.2627916666666667
98,1,0.41446875,0.25427777777777777
99,1,0.42175781249999994,0.24576388888888887
100,1,0.42904687500000005,0.23725
101,1,0.4363359375,0.2287361111111111
102,1,0.44361718749999995,0.22022222222222224
103,1,0.45090625000000006,0.21170833333333333
104,1,0.4581953125,0.20319444444444446
105,1,0.465140625,0.20631944444444447
106,1,0.472078125,0.20944444444444446
107,1,0.47901953124999996,0.21256944444444445
108,1,0.48596093749999997,0.21569444444444447
109,1,0.49289843750000006,0.2188263888888889
110,1,0.49984375,0.2219513888888889
111,1,0.5067812500000001,0.2250763888888889
112,1,0.5137265624999999,0.2282013888888889
113,1,0.5206640625000001,0.2313263888888889
114,1,0.5272578125,0.24169444444444446
115,1,0.5338515625,0.25205555555555553
116,1,0.5404453124999999,0.2624236111111111
117,1,0.5470390625,0.27279166666666665
118,1,0.5536328125000001,0.2831527777777778
119,1,0.5602265624999999,0.2935208333333333
120,1,0.5652265625,0.2859305555555556
121,1,0.57022265625,0.27834027777777776
122,1,0.57521875,0.27075
123,1,0.58021875,0.26316666666666666
124,1,0.5849375,0.26229861111111114
125,1,0.58965625,0.26143750000000004
126,1,0.594375,0.26056944444444446
127,1,0.59909375,0.2597083333333333
128,1,0.60381640625,0.25884722222222223
129,1,0.6085390625,0.25797916666666665
130,1,0.6134296875,0.26668055555555553
131,1,0.6183203125000001,0.27538194444444447
132,1,0.62321875,0.28407638888888886
133,1,0.628109375,0.2927777777777778
134,1,0.633,0.3014791666666667
135,1,0.6378984375,0.3101736111111111
136,1,0.6427890625,0.318875
137,1,0.6476835937500001,0.3275763888888889
138,1,0.6521015625000001,0.3453472222222222
139,1,0.6565156249999999,0.3631111111111111
140,1,0.6609296875,0.38088194444444445
141,1,0.66534375,0.39865277777777774
142,1,0.6697578125,0.41641666666666666
143,1,0.6718359375,0.41641666666666666
144,1,0.668921875,0.3870972222222222
145,1,0.6660078125,0.35778472222222224
146,1,0.66309375,0.3284652777777778
147,1,0.6601796875,0.29914583333333333
148,1,0.657265625,0.2698263888888889
149,1,0.65434375,0.24050694444444448
150,1,0.6514296875,0.21119444444444443
151,1,0.6485156249999999,0.18187499999999998
152,1,0.6456015625,0.15255555555555556
153,1,0.6426875,0.12323611111111112
154,1,0.639296875,0.10752083333333332
155,1,0.63590625,0.0918125
156,1,0.632515625,0.07609722222222222
157,1,0.6291249999999999,0.06038888888888889
158,1,0.6257343750000001,0.04467361111111111
159,1,0.62234375,0.028958333333333336
160,1,0.618953125,0.01325
161,1,0.6164531249999999,0.008069444444444443
162,0,-1.0,-1.0
163,0,-1.0,-1.0
164,0,-1.0,-1.0
165,0,-1.0,-1.0
166,0,-1.0,-1.0
167,0,-1.0,-1.0
168,0,-1.0,-1.0
169,0,-1.0,-1.0
170,0,-1.0,-1.0
171,0,-1.0,-1.0
172,0,-1.0,-1.0
173,0,-1.0,-1.0
174,0,-1.0,-1.0
175,1,0.565828125,0.021125
176,1,0.56237109375,0.03936111111111111
177,1,0.5589140625000001,0.05760416666666667
178,1,0.55545703125,0.07584027777777778
179,1,0.5519999999999999,0.09407638888888889
180,1,0.54854296875,0.11231250000000001
181,1,0.54508984375,0.13054861111111113
182,1,0.5416328125,0.14879166666666668
183,1,0.53817578125,0.17360416666666667
184,1,0.53471875,0.19842361111111112
185,1,0.53126171875,0.22324305555555557
186,1,0.52723828125,0.25359722222222225
187,1,0.5232109375,0.2839513888888889
188,1,0.51918359375,0.31430555555555556
189,1,0.5160625,0.3405902777777778
190,1,0.5129414062500001,0.3668680555555555
191,1,0.504609375,0.35058333333333336
192,1,0.49655859375,0.3209652777777778
193,1,0.48850781249999997,0.2913541666666667
194,1,0.48045703125,0.26174305555555555
195,1,0.47283984375,0.2428958333333333
196,1,0.46521875,0.2240486111111111
197,1,0.4576015625,0.20519444444444446
198,1,0.449984375,0.1863472222222222
